sonstiges,numberofrooms,time_dest3,provision1,hascourtage,provision2,creation,realtorcompanyname,contphonenumber,currency,listingtype,companywidecustomerid,contsalutation,lng,balcony,city,media_count,district,title,entry_land2,entry_land1,guesttoilet,privateoffer,housenumber,retype,zip_code,contfirstname,cellar,objektbeschreibung,garden,contcompany,land_transfer2,land_transfer1,streamingvideo,livingspace,contlastname,time_dest,realtorlogo,lift,address,lat,spotlightlisting,kitchen,immo_id,floorplan,criteriagroup,notary2,contname,time_dest2,notary1,value,url,precisehousenumber,street,marketingtype,isbarrierfree,priceintervaltype
,3,,4165,YES,3.5,2019-11-05T20:41:40.773+01:00,Homeday GmbH,,,M,,MALE,,true,,19,Lütgendortmund,Sehr helle und gut geschnittene Dreizimmerwohnung in zentraler Lage,0.5,595,true,false,,search:ApartmentBuy,44379,Torsten,true,"Zum Angebot steht eine Dreizimmerwohnung im Erdgeschoss (Hochparterre) eines 1972 erbauten Mehrfamilienhauses. Die Wohnfläche beläuft sich auf ca. 90 Quadratmeter und eignet sich ideal für ein Paar oder die junge Familie mit einem Kind. Eine Garage direkt am Haus und ein großer Balkon runden dieses interessante Angebot ab.

",false,Homeday GmbH,6.5,7.735,false,89,Weinert,,https://pictures.immobilienscout24.de/usercontent/c3a054e0-03ff-4c96-a0ad-d7191b0f8a64.PNG,false,,,false,true,113910809,true,1972,1.5,Torsten Weinert,,1.785,,https://www.immobilienscout24.de/expose/113910809,,,,false,
"Die 2,5-Zimmer-Eigentumswohung wurde bereits freigezogen und hat einen Renovierungs- und Modernisierungsrückstau. Das monatliche Hausgeld beträgt 187 € inkl. z. B. Heizkosten, Hausreinigung, Gartenpflege, Hausmeister, Zuführung Instandhaltungsrücklage...
Wir freuen uns auf Ihre Nachricht.
VERBRAUCHERINFO
1. Maklerleistung ist der Nachweis der Gelegenheit zum Abschluss eines Vertrages bzw. Vermittlung eines Vertrages über eine Immobilie gegen die Courtagezahlungspflicht des Kunden
2. Unternehmer,Anschrift,Beschwerdeadressat
LBSi NordWest,Himmelreichallee 40,48149 Münster,Tel:0251/4124774,Fax:0251/4124799,eMail:info@lbsi-nordwest.de
GF:Roland Hustert,Helmut Steinkamp
3. Es besteht ein Widerrufsrecht
4. Weitere Infos: verbraucherinfo.lbsi-nordwest.de",2.5,,2820.3,YES,3.57,2019-11-05T20:41:40.773+01:00,Sparkasse Dortmund,0231 18329212,,M,,MALE,,true,,15,Husen,"In beliebter Lage - 2,5 Zimmer -",0.5,395,false,false,,search:ApartmentBuy,44319,Karsten,true,"Angeboten wird eine 2,5-Zimmer-Eigentumswohnung im beliebten Husen/Kurl. 
Hier wohnen Sie ruhig, in grüner Umgebung, und dennoch zentral. 
Das gepflegte 9-Familienhaus wurde ca. 1970 gebaut. Insgesamt 18 Wohnungen ergeben eine gemeinsame Abrechnungseinheit. Die Wohnung im 2. Obergeschoss mit ca. 62 m² ist ideal für den 1 - 2 Personenhaushalt. Der offene Wohn-/Essbereich und der Balkon sind zum Südwesten ausgerichtet. Der helle Wohnraum ist mit dem Essbereich und der Küche wunderbar verbunden.",false,Sparkasse Dortmund,6.5,5.135,false,61.26,Stockem,,https://pictures.immobilienscout24.de/usercontent/53ea6e66-55b5-427e-b2e5-a59f6bfc7167.JPG,false,,,false,false,113347114,true,1970,1.5,Karsten Stockem,,1.185,,https://www.immobilienscout24.de/expose/113347114,,,,false,
"Sehr gerne besprechen wir Details bei einem persönlichen Termin mit Ihnen. Schreiben Sie uns einfach eine Anfrage über das Kontaktformular. Wir freuen uns auf Sie! 
Ein Energieausweis wurde angefordert. Er wird zur Besichtigung vorliegen.

Sie sind selbst Eigentümer eines Hauses oder einer Eigentumswohnung? 
Sie wollen jetzt oder in absehbarer Zukunft verkaufen, weil Sie z.B. eine andere Immobilie kaufen wollen? 
Dann sind wir genau die Richtigen für Sie, denn bei uns müssen Sie als Eigentümer für den Verkauf Ihrer Immobilie keinen Cent bezahlen! Und noch besser – Es gibt keine Vertragsbindung, sodass Sie jederzeit selbst verkaufen können! 
Wir kümmern uns professionell um alles rund um den Verkauf Ihrer Immobilie - vom Anfang bis zum Schluss, wie z.B. Top-Inserate auf über 40 Internetportalen und in der Zeitung, Bewertung Ihrer Immobilie, Besichtigungstermine, Energieausweise (per Gesetz verpflichtend), behördliche Unterlagen, z.B. Grundbuchauszüge, Kaufvertrag, Notartermin, u.v.m. 
Unsere Professionalität zeigt sich z.B. durch die Nr.1-Platzierung in der Maklerrangliste, eine Weiterempfehlungsrate von 100 % bei den Verkäufern sowie unsere hervorragende Verkaufsquote, über die Sie sich gerne auf unserer Homepage vergewissern können. 
Alles in allem bedeutet das für Sie: Professionelle Unterstützung, 100% kostenfrei und Sie bleiben Herr Ihrer eigenen Immobilie – das geben wir Ihnen natürlich auch gerne schriftlich!

Die angegebenen Informationen sowie jegliche Objektunterlagen sind ohne Gewähr und basieren ausschließlich auf den Angaben des Eigentümers. Für die Richtigkeit, Aktualität und Vollständigkeit übernehmen wir keine Gewähr. 

Die angegebene Käuferprovision ist bei Vertragsabschluss verdient und sofort fällig.",2.5,,5664.4,YES,4.76,2019-11-05T20:41:40.773+01:00,Michael Seiberth e.K.,,,M,,NO_SALUTATION,,true,,15,Brackel,"Sofort bezugsfrei: Großzügige 2,5 ZKB (ca. 70m²) mit Balkon in Dortmund - Westheck",0.5,595,false,false,,search:ApartmentBuy,44309,Ali Ersin,false,"Sie sind auf der Suche nach einer großzügig geschnittenen Eigentumswohnung in ruhiger, verkehrsgünstiger Lage von Dortmund? Dann haben wir hier genau das Richtige für Sie! 
Die angebotene Immobilie liegt im 3.OG eines gepflegten, 1972 erbauten  Mehrfamilienhauses. Die Wohnung wird mietfrei übergeben und ist sofort bezugsfrei, so dass sie sich gleichermaßen zur Eigennutzung oder auch als Kapitalanlage eignet.
Ca. 70m² Wohnfläche verteilen sich auf einen sehr großzügigen, lichtdurchfluteten Wohn-/Essbereich mit Fensterfront, die sich über die komplette Raumbreite erstreckt. Des Weiteren erwartet Sie 1 Schlafzimmer, 1 kleineres Zimmer, ein innenliegendes Duschbad sowie eine große, zentrale Diele und 1 Küche. Alle Fenster sind mit Außenjalousien versehen, geheizt wird energieeffizient mit einer Gas-Etagenheizung. 
Das innenliegende Badezimmer mit ebenerdiger Dusche wurde 2010 aufwändig erneuert und zeitgemäß gestaltet. Die restliche Wohnung befindet sich in einem gepflegten, altarentsprechenden Zustand.
Ein Highlight ist der große Sonnenbalkon, der erst vor einigen Jahren saniert wurde und vom Wohnzimmer aus zugänglich ist. Der ideale Ort um morgens gemütlich zu frühstücken oder abends den Feierabend zu genießen. Dank der Überdachung geht beides sogar bei jedem Wetter. Während Sie die Ruhe auf dem Balkon genießen können sich Ihre Kleinen auf dem Spielplatz im Innenhof austoben.
Das großzügige Raumkonzept mit Retro-Charme der 70er bietet viel Potential zur individuellen Gestaltung sowie zur Verwirklichung von Wohnträumen - ideal für (Hobby)Handwerker und solche, die es werden wollen. Mit entsprechenden Renovierungsarbeiten entsteht hier im Nu ein zeitgemäßes Nest der Gegenwart für Singles, kleine Familien oder auch für Kapitalanleger. 
Rundum also eine Immobilie, die keine Wünsche offen lässt. Eine Besichtigung lohnt sich - wir freuen uns auf Sie!",false,Michael Seiberth e.K.,6.5,7.735,false,70,Ercosman,,https://pictures.immobilienscout24.de/usercontent/5d8bdbd3-20a6-4b7e-aa4a-d84fdcdb82ce.PNG,false,,,false,false,113935701,false,1972,1.5,Ali Ersin Ercosman,,1.785,,https://www.immobilienscout24.de/expose/113935701,,,,false,
,2,,3534.3,YES,3.57,2019-11-05T20:41:40.773+01:00,Ruhrgrund,0231 9411450,,M,,FEMALE,,false,,6,Sölde,charmante Eigentumswohnung auf dem historischen Rittergut!,0.5,495,false,false,,search:ApartmentBuy,44289,Susanne,false,"Angeboten wird eine charmante  2-Zimmerwohnung in historischer Umgebung auf dem Rittergut Sölde (1892), die vom Ambiente des Gebäudes auf dem ca. 34.000 qm großen Parkgrundstück ihresgleichen sucht.

Die gesamte Anlage besteht aus 88 Wohneinheiten, welche sich auf das ursprüngliche Herrenhaus sowie mehrere weitere Gebäude verteilen und sich rund um die großzügig angelegte Grünanlage gruppieren.

Das Erbpachtgrundstück ist als Parkanlage mit Teich angelegt und steht allen Bewohnern zur Nutzung und Erholung zur Verfügung. 

Die angebotene Wohnung (Baujahr 1993) liegt im 1. OG des Gebäudetraktes gegenüber dem Herrenhaus und verfügt über eine Wohnfläche von ca. 70 qm, die sich wie folgt verteilen: Ausgehend von einer freundlichen Eingangsdiele, die mit einem praktischen Einbauschrank versehen ist, erreicht man zunächst das helle Wohn-Esszimmer, welches eine Einheit mit der offenen Küche bildet. Zudem gibt es ein geräumiges Schlafzimmer und ein innenliegendes Badezimmer mit Badewanne, welches hell und modern gefliest ist.

Als Fußbodenbelag wurden Parkett im Wohnbereich und im Flur, bzw. helle Fliesen in Küche und Bad sowie Laminat im Schlafraum gewählt.

In dem Objekt gibt es eine Gaszentralheizung. Die Warmwasseraufbereitung erfolgt über moderne Durchlauferhitzer.

Ein eigener Abstellraum ist auf dem Dachboden vorhanden. Zudem gibt es einen Wasch- und Trockenraum, der allen Bewohnern zur Verfügung steht.

Zu der Wohnung gehört ein Stellplatz auf dem eigenen Parkgrundstück, der bereits im Kaufpreis enthalten ist.

Ein Fahrradschuppen kann von allen Bewohnern genutzt werden.

Die Räumlichkeiten sind derzeit noch vermietet und werden zum 31.10.2019 frei gezogen, sodass unser Angebot sich sowohl an Kapitalanleger richtet wir auch an Selbstnutzer. 

Besichtigungen / Unterlagen gerne auf Anfrage!",false,Ruhrgrund,6.5,6.435,false,70,Stocker,,https://pictures.immobilienscout24.de/usercontent/7d8e50af-aa93-45d3-a877-90ef1cca0e6e.JPG,false,,,false,false,112441934,false,1993,1.5,Susanne Stocker,,1.485,,https://www.immobilienscout24.de/expose/112441934,,,,false,
,3,,2380,YES,3.5,2019-11-05T20:41:40.773+01:00,Homeday GmbH,,,M,,MALE,,true,,14,Scharnhorst,Gut geschnittene Dreizimmerwohnung mit Balkon in günstiger Lage,0.5,340,false,false,,search:ApartmentBuy,44328,Torsten,true,"Das vierstöckige Mehrparteienhaus wurde 1960 gebaut und präsentiert sich schlicht, aber gepflegt mit freundlich gestrichener Fassade und ordentlichem Hausflur. Die Wohnung liegt im dritten Stock und verfügt über einen Balkon auf der Rückseite des Hauses. Von hier haben Sie einen wunderbaren Ausblick ins Grüne.


",false,Homeday GmbH,6.5,4.42,false,66,Weinert,,https://pictures.immobilienscout24.de/usercontent/c3a054e0-03ff-4c96-a0ad-d7191b0f8a64.PNG,false,,,false,false,114063689,true,1960,1.5,Torsten Weinert,,1.02,,https://www.immobilienscout24.de/expose/114063689,,,,false,
"Sie haben Interesse und möchten gerne einen Besichtigungstermin? Dann zögern Sie nicht uns zu kontaktieren. 
Tel.     0231/ 580 681 15
Mobil. 0176/ 202 960 07",2,,2632,YES,3.76,2019-11-05T20:41:42.826+01:00,immostarter,0231 58068115,,S,,NO_SALUTATION,,false,,12,Innenstadt,Attraktive 2 Zimmer Wohnung in zentraler Lage !!,0.5,350,false,false,,search:ApartmentBuy,44145, immostarter ,true,"Veräußert wird eine gemütliche 2 Zimmer-Wohnung am Dortmunder Borsigplatz. Das Haus und die darin befindlichen Wohnungen sind in einem äußerst gepflegten Zustand. 

Die Nachbarschaft besteht aus weiteren Mehrfamilienhäusern und liegt in unmittelbarer Nähe des Hoeschparks.

Vermietet:		        ja
Kaufpreis pro m²:	1.666,66 EUR

Mieteinnahmen pro Monat (IST)          345,00 EUR
Mieteinnahmen pro Monat (SOLL)	462,00 EUR",false,immostarter,6.5,4.55,false,42.13,- Deniz Kendirli -,,https://pictures.immobilienscout24.de/usercontent/67d8f4e9-69d8-471f-a74d-8158ab7cc4fa.JPG,false,,,false,false,114179635,false,1907,1.5, immostarter  - Deniz Kendirli -,,1.05,,https://www.immobilienscout24.de/expose/114179635,,,,false,
"Sie suchen eine Wohnung oder ein Haus? 
Wir geben Ihnen gern die Möglichkeit  Ihren Suchwunsch in unsere Suchkundendatei aufzunehmen, damit wir Sie bei entsprechenden Immobilienangeboten kontaktieren können.


Sollten Sie Interesse an einer persönlichen und maßgeschneiderten Finanzierungsberatung haben, dann empfehlen wir Ihnen gerne einen unserer Spezialisten für Baufinanzierungen.

Sie wollen eine Immobilie verkaufen oder vermieten? Sie möchten den Marktwert Ihrer Immobilie wissen? Sie kennen jemanden der verkaufen oder vermieten möchte? Dann freuen wir uns über Ihren Anruf! Wir helfen Ihnen gerne weiter!

Besuchen Sie mich auch gern  auf Maklerempfehlung.de http://www.makler-empfehlung.de/immobilienmakler/29128",3,,5664.4,YES,4.76,2019-11-05T20:41:42.826+01:00,Postbank Immobilien GmbH,02381 9206844,,S,,FEMALE,,true,,18,Bövinghausen,"
°°°3 Zimmer in sehr gepflegter Eigentumsanlage mit Sauna, Schwimmbad und Garage°°°",0.5,595,true,false,,search:ApartmentBuy,44388,Sabine,true,"Die 3 Zimmer Eigentumswohnung befindet sich in einer sehr gepflegten Eigentumsanlage in der 1. Etage auf der rechten Seite. 
Ausreichend Parklätze sind vor dem Haus vorhanden oder auch die Anmietung eines Stellplatzes in der Tiefgarage ist möglich.
Entspannen Sie auf dem Westbalkon in der Abendsonne mit Blick ins Grüne.
Besonders zu erwähnen ist hier die hauseigene Sauna und das Schwimmbad.
Sport und Erholung lassen sich wunderbar ohne viel Aufwand in den Alltag integrieren. 
Die Erbpachtzinsen betragen monatlich ca.50 €.
Die Wohnung wird zur Zeit eigengenutzt und bei Verkauf freigezogen.",true,Postbank Immobilien GmbH,6.5,7.735,false,80,Nischke,,https://pictures.immobilienscout24.de/usercontent/0ad7ee4a-0075-440f-8b39-b296baa95735.JPG,false,,,false,false,114190879,false,1976,1.5,Sabine Nischke,,1.785,,https://www.immobilienscout24.de/expose/114190879,,,,false,
"Vereinbaren Sie noch heute einen Besichtigungstermin!
_____________________________________________________

Alle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität der Angaben.
    ",3,,5188.4,YES,4.76,2019-11-05T20:41:42.826+01:00,McMakler GmbH,0800 5008002,,S,,NO_SALUTATION,,false,,13,Lütgendortmund,Bezugsfreie 3-Zi.-ETW mit Südbalkon zwischen Dortmund und Bochum,0.5,545,false,false,,search:ApartmentBuy,44388,Ihr,false,"+++   Link zum 360°-Rundgang: https://app.immoviewer.com/portal/tour/1613067   +++ 

Zum Verkauf steht hier eine bezugsfreie Wohnung, die sich im Hochparterre eines 2-stöckigen Mehrfamilienhauses zwischen Dortmund und Bochum befindet. Hier verfügt die ca. 72 m² große Wohnung über 3 Zimmer und weist altersbedingt Renovierungsbedarf auf: So eignet sie sich vor allem für all diejenigen, die ihr neues Zuhause nach ihren eigenen Wünschen neu gestalten möchten. Das monatliche Hausgeld beläuft sich auf 150 €. 

Als Herzstück der Wohnung präsentiert sich das Wohnzimmer mit Zugang zum ca. 15 m² großen Südbalkon, der den ganzen Tag über dazu einlädt, die Sonne zu genießen. Große Fenster und ein hochwertiger Holzparkettboden sorgen darüber hinaus für ein angenehmes Wohnambiente. Vom zentralen Flur aus erreichen Sie außerdem die beiden Schlafzimmer, die Küche und das Bad mit Badewanne und Dusche. 

Aufgrund der Größe und der Raumaufteilung eignet sich die Wohnung für anspruchsvolle Paare, eine junge Familie oder eine kleine Wohngemeinschaft. Ein Garten zur gemeinschaftlichen Nutzung und Pkw-Stellplätze vor dem Haus runden das ansprechende Angebot ab. 

Der Energieausweis wurde beantragt und liegt bis spätestens zur Besichtigung vor. 

Objektnr.: 1019808",true,McMakler GmbH,6.5,7.085,false,72,McMakler Team,,https://pictures.immobilienscout24.de/usercontent/f3a351cd-c19f-44da-a80c-24fcd3db09a0.PNG,false,,,false,false,114234572,true,,1.5,Ihr McMakler Team,,1.635,,https://www.immobilienscout24.de/expose/114234572,,,,false,
"Vereinbaren Sie noch heute einen Besichtigungstermin!
_____________________________________________________

Alle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität der Angaben.
    ",3,,4998,YES,4.76,2019-11-05T20:41:42.826+01:00,McMakler GmbH,0800 5008002,,S,,NO_SALUTATION,,true,,5,Wischlingen,Gepflegte 3-Zi.-ETW mit Balkon in grüner und familienfreundlicher Wohnlage,0.5,525,false,false,,search:ApartmentBuy,44369,Ihr,false,"+++    Link zum 360°-Rundgang: https://app.immoviewer.com/portal/tour/1611997?accessKey=5df1    +++

Eine ruhige, familienfreundliche und grüne Wohnlage, das Mehrfamilienhaus sowie die Eigentumswohnung in einem gepflegten Zustand, der Garten mit eigenem Sondernutzungsrecht, ein geräumiger Balkon sowie nur etwa 15 Minuten Fahrzeit bis in das Stadtzentrum - diese Wohnung lässt keine Wünsche Ihrer Familie unerfüllt!

Gelegen im 2. Obergeschoss eines 3-stöckigen Mehrfamilienhauses aus dem Jahr 1962, stellt Ihnen die Immobilie in insgesamt 3 Zimmern rund 67 m² Wohnfläche zur Verfügung und präsentiert sich aufgrund fortlaufenden Sanierungsmaßnahmen in einem gepflegten Zustand, zuletzt wurde die Wohnung in 2015 renoviert. Die Lage sowie der ideale Zustand machen die Wohnung nicht nur für Familien, sondern auch für Kapitalanleger interessant.

Insgesamt stellt Ihnen die Immobilie ein großzügiges Wohnzimmer mit Balkonzugang, ein Eltern- sowie ein Kinderschlafzimmer, eine geräumige Küche mit Platz für einen Esstisch und ein Tageslichtbadezimmer mit großer Duschkabine zur Verfügung. 

Das Sondernutzungsrecht des Gartens sowie der gebäudeeigene Hausreinigungsdienst runden das vielseitige Angebot der familienfreundlichen Eigentumswohnung ab.

Der Energieausweis ist beantragt und liegt bis spätestens zur Besichtigung vor. 

Objektnr.: 1019796",true,McMakler GmbH,6.5,6.825,false,67,McMakler Team,,https://pictures.immobilienscout24.de/usercontent/f3a351cd-c19f-44da-a80c-24fcd3db09a0.PNG,false,,,false,false,114220792,true,1962,1.5,Ihr McMakler Team,,1.575,,https://www.immobilienscout24.de/expose/114220792,,,,false,
"=== Energieträger laut Energieausweis: Gas ===
Hinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.",3.5,,0,NO,0,2019-11-05T20:41:42.826+01:00,Vonovia SE,0231 8779600,,S,,MALE,7.41721,true,,4,Dorstfeld,"**  64m² Kapitalanlage; top vermietet, in der Nähe zur Uni und Technologiezentrum **",0.5,499,false,false,,search:ApartmentBuy,44149,Dirk,true,"Die frei finanzierten Gebäude wurden im Jahre 1958 in konventioneller, massiver Bauweise
erstellt und in den Jahren 2002 / 2003 umfassend modernisiert.

Das Objekt liegt in einer sehr ruhigen Wohnstraße. Die kleine, aber feine Wohnanlage umfasst 3 Wohnhäuser mit insgesamt 35 Wohneinheiten.

Sehr gute Anbindung an die A40/A45 (Kreuz Dortmund-West) und an öffentliche
Verkehrsmittel. Eine S-Bahnstation liegt nur wenige Gehminuten entfernt. Die TU Dortmund
und der HBF Dortmund sind nach wenigen Haltestellen zu erreichen.
Geschäfte des täglichen Bedarfs im Ortskern Dorstfeld sind fußläufig zu erreichen.

Die mtl. Mieteinnahme beträgt 425 EUR zzgl. 150 EUR Vorauszhlg. auf Heiz - und Nebenkosten.
Das vom Eigentümer zu zahlende Hausgeld beträgt z.Z. mtl. 214 EUR.

Die anteilige, rechnerische Instandhaltungsrücklage beträgt per 31.12.2018 ca. 2.200 EUR.

Haben Sie Interesse? Dann senden Sie die Objekt-Id 433-013 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.

Details zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.",false,Vonovia SE,6.5,6.487,false,63.74,Gunnemann,,,false,Dortmund Hörigstraße 4,51.50579,false,false,114210249,true,1958,1.5,Dirk Gunnemann,,1.497,,https://www.immobilienscout24.de/expose/114210249,,,,false,
,1,,3571.2,YES,5.76,2019-11-05T20:41:42.826+01:00,Etta Stockbauer,,,S,,NO_SALUTATION,,false,,8,Eving,Schöne 1- Zimmer Wohnung in schöner Lage,0.5,310,false,false,,search:ApartmentBuy,44339,,false,"Energieausweis: Verbrauchskennwert vor 1. Mai 2014, Energieverbrauchskennwert: 99 kWh/m2a, Energieausweis gültig bis: 2023, Baujahr: 1980, Energieverbrauch für Warmwasser nicht enthalten, Energieträger: Erdgas schwer, OBJEKT IST VERMIETET! Grosszügiges Dachgeschoss-Apartment in ruhigem Mehrfamilienhaus. Schöne Süd-Dachloggia. Pantry-Einbauküche. Kellerraum und PKW-Stellplatz. Bad/WC mit Tageslicht, Wanne, Duschkabine, E-Durchlauferhitzer, WM-Anschluß. Lage. Mitten in Do-Eving gelegen. Fußläufig erreichbare Stationen der Nahverkehrsmittel mit guten Verbindungen in die Dortmunder City. Alle Einkaufsmöglichkeiten in der näheren Umgebung. Ideal für Singles oder Paare mit kleinem Wohnflächenbedarf. Überwiegend eigentümergenutztes MFH. Küche: Einbauküche, (EBK) Bad: Bad mit Dusche und Badewanne, Balkon: ja, Zustand: Baujahresentsprechend, Zimmer: 1, Anzahl Badezimmer: 1, Wohnfläche ca.: 51.0m2, Baujahr 1982. ..Bitte benutzen Sie das Kontaktformular!",false,Etta Stockbauer,6.5,4.03,false,51,Etta Immobilien,,,false,,,false,false,114231373,false,1980,1.5,,,0.93,,https://www.immobilienscout24.de/expose/114231373,,,,false,
"Finanzierungsbeispiel:

Eigenkapital: 5.000 € zuzüglich Nebenkosten Kaufvertrag (Notar, Grunderwerb etc.: 10.000 €) = 15.000 €
Fremdkapital: 125.000 €

Fremdkapitalzinsen: 2% = 2.500 €
anfängliche Tilgung: 1% = 1.250 €
Nicht umlagefähige Kosten: 1.250 € + Unsicherheitsfaktor: 750€ = 2.000 €

Liquiditätsüberschuss:
Kaltmiete: 10.140 €
abzüglich Zinsen (2.500€), Tilgung (1.250€) und nichtumlagefähige Kosten (2.000€): 4.390€
Steuerlicher Gewinn:
Kaltmiete: 10.140 €
abzüglich Zinsen (2.500€) und nichtumlagefähige Kosten (2.000€): 5.640€

Eigenkapitalrendite: 5.640 € x 100 : 15.000€ = 37,6% vor Steuern


WIR SUCHEN DEUTSCHLANDWEIT HÄUSER UND WOHNUNGEN FÜR VORGEMERKTE KUNDEN.

Diese Immobilie wird von unserem Geschäftspartner Herr Maßmann aus Dortmund betreut.

Mit Ihrer Kontaktaufnahme bestätigen Sie, dass wir Ihnen diese Immobilie nachweisen und/oder vermitteln sollen. 

Dadurch gilt als vereinbart, dass bei ""ABSCHLUSS EINES NOTARIELLEN KAUFVERTRAGES ÜBER DIESE IMMOBILIE"" eine Provision in der Höhe fällig wird, wie sie in der Anzeige beschrieben steht.

Wir verweisen bzgl. Widerrufsrecht, AGB, DSGVO/Datenschutz und Impressum auf unsere Internetseite ""www.traumimmobilien.online"".

Falls diese Anzeige irgendwelche Rechte verletzt, garantieren wir die Entfernung der Anzeige bzw. der beanstandeten Passagen, ohne daß die Einschaltung eines Anwalts o.ä. erforderlich wäre; falls von Ihnen Kosten ohne vorherigen Kontakt zu uns ausgelöst wurden, werden wir diese im Sinne Ihrer Schadenminderungspflicht (§ 254 Abs. 2 BGB) vollumfänglich zurückweisen.

Der Energieausweis wird bei der Besichtigung vorliegen.",6,,7735,YES,5.95,2019-11-05T20:41:42.826+01:00,Traumimmobilien.online,0175 1602458,,S,,MALE,,false,,7,Westerfilde,⭐Hochwertig renovierte Eigentumswohnung(en) - Renditeobjekt,0.5,650,false,false,,search:ApartmentBuy,44357,Roger,true,,false,Traumimmobilien.online,6.5,8.45,false,125,Maßmann aus Dortmund,,https://pictures.immobilienscout24.de/usercontent/c1ab551b-b7ad-4172-bbf9-1245651f8e35.JPG,false,,,false,true,114270791,false,1930,1.5,Roger Maßmann aus Dortmund,,1.95,,https://www.immobilienscout24.de/expose/114270791,,,,false,
"/// WIR SUCHEN DEUTSCHLANDWEIT HÄUSER UND WOHNUNGEN FÜR VORGEMERKTE KUNDEN. ///

Diese Immobilie wird von unserem Geschäftspartner Herr Maßmann aus Dortmund betreut.

Mit Ihrer Kontaktaufnahme bestätigen Sie, dass wir Ihnen diese Immobilie nachweisen und/oder vermitteln sollen. 

Dadurch gilt als vereinbart, dass bei ""ABSCHLUSS EINES NOTARIELLEN KAUFVERTRAGES ÜBER DIESE IMMOBILIE"" eine Provision in der Höhe fällig wird, wie sie in der Anzeige beschrieben steht.

Wir verweisen bzgl. Widerrufsrecht, AGB, DSGVO/Datenschutz und Impressum auf unsere Internetseite ""www.traumimmobilien.online"".

Falls diese Anzeige irgendwelche Rechte verletzt, garantieren wir die Entfernung der Anzeige bzw. der beanstandeten Passagen, ohne daß die Einschaltung eines Anwalts o.ä. erforderlich wäre; falls von Ihnen Kosten ohne vorherigen Kontakt zu uns ausgelöst wurden, werden wir diese im Sinne Ihrer Schadenminderungspflicht (§ 254 Abs. 2 BGB) vollumfänglich zurückweisen.

Der Energieausweis wird bei der Besichtigung vorliegen.",4,,5554.92,YES,7.14,2019-11-05T20:41:42.826+01:00,Traumimmobilien.online,0175 1602458,,S,,MALE,,false,,16,Innenstadt,⭐Über den Dächern von ... Dortmund,0.5,389,false,false,,search:ApartmentBuy,44147,Roger,true,,false,Traumimmobilien.online,6.5,5.057,false,70,Maßmann aus Dortmund,,https://pictures.immobilienscout24.de/usercontent/c1ab551b-b7ad-4172-bbf9-1245651f8e35.JPG,false,,,false,false,114270701,true,unbekannt,1.5,Roger Maßmann aus Dortmund,,1.167,,https://www.immobilienscout24.de/expose/114270701,,,,false,
